timestamp,symbol,qty,volume_generated,
11-12-2024 12:30,BTCUSDT,0.002,360,0.216
11-12-2024 12:31,BTCUSDT,0.002,360,0.216
11-12-2024 12:33,BTCUSDT,0.002,360,0.216
11-12-2024 12:34,BTCUSDT,0.002,360,0.216
11-12-2024 12:39,BTCUSDT,0.002,360,0.216
11-12-2024 12:40,BTCUSDT,0.002,360,0.216
11-12-2024 12:40,BTCUSDT,0.002,360,0.216
11-12-2024 12:41,BTCUSDT,0.002,360,0.216
11-12-2024 12:44,BTCUSDT,0.002,360,0.216
11-12-2024 12:45,BTCUSDT,0.002,360,0.216
11-12-2024 12:46,BTCUSDT,0.002,360,0.216
11-12-2024 12:47,BTCUSDT,0.002,360,0.216
11-12-2024 12:47,BTCUSDT,0.002,360,0.216
11-12-2024 12:47,BTCUSDT,0.002,360,0.216
11-12-2024 12:48,BTCUSDT,0.002,360,0.216
11-12-2024 12:48,BTCUSDT,0.002,360,0.216
11-12-2024 12:50,BTCUSDT,0.002,360,0.216
11-12-2024 12:50,BTCUSDT,0.002,360,0.216
11-12-2024 12:51,BTCUSDT,0.002,360,0.216
11-12-2024 12:52,BTCUSDT,0.002,360,0.216
11-12-2024 12:53,BTCUSDT,0.002,360,0.216
11-12-2024 12:54,BTCUSDT,0.002,360,0.216
11-12-2024 12:55,BTCUSDT,0.002,360,0.216
11-12-2024 12:55,BTCUSDT,0.002,360,0.216
11-12-2024 12:57,BTCUSDT,0.002,360,0.216
11-12-2024 12:58,BTCUSDT,0.002,360,0.216
11-12-2024 13:00,BTCUSDT,0.002,360,0.216
11-12-2024 13:01,BTCUSDT,0.002,360,0.216
11-12-2024 13:03,BTCUSDT,0.002,360,0.216
11-12-2024 13:04,BTCUSDT,0.002,360,0.216
11-12-2024 13:06,BTCUSDT,0.002,360,0.216
11-12-2024 13:06,BTCUSDT,0.002,360,0.216
11-12-2024 13:07,BTCUSDT,0.002,360,0.216
11-12-2024 13:07,BTCUSDT,0.002,360,0.216
11-12-2024 13:08,BTCUSDT,0.002,360,0.216
11-12-2024 13:09,BTCUSDT,0.002,360,0.216
11-12-2024 13:11,BTCUSDT,0.002,360,0.216
11-12-2024 13:11,BTCUSDT,0.002,360,0.216
11-12-2024 13:12,BTCUSDT,0.002,360,0.216
11-12-2024 13:13,BTCUSDT,0.002,360,0.216
11-12-2024 13:14,BTCUSDT,0.002,360,0.216
11-12-2024 13:15,BTCUSDT,0.002,360,0.216
11-12-2024 13:16,BTCUSDT,0.002,360,0.216
11-12-2024 13:17,BTCUSDT,0.002,360,0.216
11-12-2024 13:18,BTCUSDT,0.002,360,0.216
11-12-2024 13:18,BTCUSDT,0.002,360,0.216
11-12-2024 13:18,BTCUSDT,0.002,360,0.216
11-12-2024 13:19,BTCUSDT,0.002,360,0.216
11-12-2024 13:20,BTCUSDT,0.002,360,0.216
11-12-2024 13:20,BTCUSDT,0.002,360,0.216
11-12-2024 13:21,BTCUSDT,0.002,360,0.216
11-12-2024 13:21,BTCUSDT,0.002,360,0.216
11-12-2024 13:22,BTCUSDT,0.002,360,0.216
11-12-2024 13:23,BTCUSDT,0.002,360,0.216
11-12-2024 13:24,BTCUSDT,0.002,360,0.216
11-12-2024 13:24,BTCUSDT,0.002,360,0.216
11-12-2024 13:25,BTCUSDT,0.002,360,0.216
11-12-2024 13:25,BTCUSDT,0.002,360,0.216
11-12-2024 13:27,BTCUSDT,0.002,360,0.216
11-12-2024 13:27,BTCUSDT,0.002,360,0.216
11-12-2024 13:28,BTCUSDT,0.002,360,0.216
11-12-2024 13:30,BTCUSDT,0.002,360,0.216
11-12-2024 13:30,BTCUSDT,0.002,360,0.216
11-12-2024 13:31,BTCUSDT,0.002,360,0.216
11-12-2024 13:31,BTCUSDT,0.002,360,0.216
11-12-2024 13:32,BTCUSDT,0.002,360,0.216
11-12-2024 13:32,BTCUSDT,0.002,360,0.216
11-12-2024 13:33,BTCUSDT,0.002,360,0.216
11-12-2024 13:34,BTCUSDT,0.002,360,0.216
11-12-2024 13:34,BTCUSDT,0.002,360,0.216
11-12-2024 13:35,BTCUSDT,0.002,360,0.216
11-12-2024 13:36,BTCUSDT,0.002,360,0.216
11-12-2024 13:36,BTCUSDT,0.002,360,0.216
11-12-2024 13:37,BTCUSDT,0.002,360,0.216
11-12-2024 13:38,BTCUSDT,0.002,360,0.216
11-12-2024 13:38,BTCUSDT,0.002,360,0.216
11-12-2024 13:39,BTCUSDT,0.002,360,0.216
11-12-2024 13:39,BTCUSDT,0.002,360,0.216
11-12-2024 13:40,BTCUSDT,0.002,360,0.216
11-12-2024 14:00,BTCUSDT,0.002,360,0.216
11-12-2024 14:00,BTCUSDT,0.002,360,0.216
11-12-2024 14:01,BTCUSDT,0.002,360,0.216
11-12-2024 14:02,BTCUSDT,0.002,360,0.216
11-12-2024 14:02,BTCUSDT,0.002,360,0.216
11-12-2024 14:03,BTCUSDT,0.002,360,0.216
11-12-2024 14:05,BTCUSDT,0.002,360,0.216
11-12-2024 14:10,BTCUSDT,0.002,360,0.216
11-12-2024 14:10,BTCUSDT,0.002,360,0.216
11-12-2024 14:11,BTCUSDT,0.002,360,0.216
11-12-2024 14:11,BTCUSDT,0.002,360,0.216
11-12-2024 14:12,BTCUSDT,0.002,360,0.216
11-12-2024 14:13,BTCUSDT,0.002,360,0.216
11-12-2024 14:14,BTCUSDT,0.002,360,0.216
11-12-2024 14:14,BTCUSDT,0.002,360,0.216
11-12-2024 14:15,BTCUSDT,0.002,360,0.216
11-12-2024 14:15,BTCUSDT,0.002,360,0.216
11-12-2024 14:16,BTCUSDT,0.002,360,0.216
11-12-2024 14:16,BTCUSDT,0.002,360,0.216
11-12-2024 14:17,BTCUSDT,0.002,360,0.216
11-12-2024 14:17,BTCUSDT,0.002,360,0.216
11-12-2024 14:17,BTCUSDT,0.002,360,0.216
11-12-2024 14:18,BTCUSDT,0.002,360,0.216
11-12-2024 14:19,BTCUSDT,0.002,360,0.216
11-12-2024 14:19,BTCUSDT,0.002,360,0.216
11-12-2024 14:20,BTCUSDT,0.002,360,0.216
11-12-2024 14:20,BTCUSDT,0.002,360,0.216
11-12-2024 14:21,BTCUSDT,0.002,360,0.216
11-12-2024 14:21,BTCUSDT,0.002,360,0.216
11-12-2024 14:22,BTCUSDT,0.002,360,0.216
11-12-2024 14:22,BTCUSDT,0.002,360,0.216
11-12-2024 14:23,BTCUSDT,0.002,360,0.216
11-12-2024 14:23,BTCUSDT,0.002,360,0.216
11-12-2024 14:24,BTCUSDT,0.002,360,0.216
11-12-2024 14:24,BTCUSDT,0.002,360,0.216
11-12-2024 14:25,BTCUSDT,0.002,360,0.216
11-12-2024 14:25,BTCUSDT,0.002,360,0.216
11-12-2024 14:26,BTCUSDT,0.002,360,0.216
11-12-2024 14:27,BTCUSDT,0.002,360,0.216
11-12-2024 14:28,BTCUSDT,0.002,360,0.216
11-12-2024 14:30,BTCUSDT,0.002,360,0.216
11-12-2024 14:31,BTCUSDT,0.002,360,0.216
11-12-2024 14:31,BTCUSDT,0.002,360,0.216
11-12-2024 14:32,BTCUSDT,0.002,360,0.216
11-12-2024 14:32,BTCUSDT,0.002,360,0.216
11-12-2024 14:32,BTCUSDT,0.002,360,0.216
11-12-2024 14:33,BTCUSDT,0.002,360,0.216
11-12-2024 14:34,BTCUSDT,0.002,360,0.216
11-12-2024 14:35,BTCUSDT,0.002,360,0.216
11-12-2024 14:36,BTCUSDT,0.002,360,0.216
11-12-2024 14:36,BTCUSDT,0.002,360,0.216
11-12-2024 14:37,BTCUSDT,0.002,360,0.216
11-12-2024 14:38,BTCUSDT,0.002,360,0.216
11-12-2024 14:40,BTCUSDT,0.002,360,0.216
11-12-2024 14:40,BTCUSDT,0.002,360,0.216
11-12-2024 14:41,BTCUSDT,0.002,360,0.216
11-12-2024 14:41,BTCUSDT,0.002,360,0.216
11-12-2024 14:42,BTCUSDT,0.002,360,0.216
11-12-2024 14:42,BTCUSDT,0.002,360,0.216
11-12-2024 14:43,BTCUSDT,0.002,360,0.216
11-12-2024 14:44,BTCUSDT,0.002,360,0.216
11-12-2024 14:44,BTCUSDT,0.002,360,0.216
11-12-2024 14:45,BTCUSDT,0.002,360,0.216
11-12-2024 14:45,BTCUSDT,0.002,360,0.216
11-12-2024 14:46,BTCUSDT,0.002,360,0.216
11-12-2024 14:46,BTCUSDT,0.002,360,0.216
11-12-2024 14:47,BTCUSDT,0.002,360,0.216
11-12-2024 20:38,BTCUSDT,0.002,360,0.216
11-12-2024 20:39,BTCUSDT,0.002,360,0.216
11-12-2024 20:40,BTCUSDT,0.002,360,0.216
11-12-2024 20:42,BTCUSDT,0.002,360,0.216
11-12-2024 20:43,BTCUSDT,0.002,360,0.216
11-12-2024 20:43,BTCUSDT,0.002,360,0.216
11-12-2024 20:44,BTCUSDT,0.002,360,0.216
11-12-2024 20:44,BTCUSDT,0.002,360,0.216
11-12-2024 20:45,BTCUSDT,0.002,360,0.216
11-12-2024 20:45,BTCUSDT,0.002,360,0.216
11-12-2024 20:46,BTCUSDT,0.002,360,0.216
11-12-2024 20:46,BTCUSDT,0.002,360,0.216
11-12-2024 20:47,BTCUSDT,0.002,360,0.216
11-12-2024 20:47,BTCUSDT,0.002,360,0.216
11-12-2024 20:48,BTCUSDT,0.002,360,0.216
11-12-2024 20:54,BTCUSDT,0.002,360,0.216
11-12-2024 20:54,BTCUSDT,0.002,360,0.216
11-12-2024 20:55,BTCUSDT,0.002,360,0.216
11-12-2024 20:56,BTCUSDT,0.002,360,0.216
11-12-2024 20:56,BTCUSDT,0.002,360,0.216
11-12-2024 20:57,BTCUSDT,0.002,360,0.216
11-12-2024 20:57,BTCUSDT,0.002,360,0.216
11-12-2024 20:58,BTCUSDT,0.002,360,0.216
11-12-2024 20:59,BTCUSDT,0.002,360,0.216
11-12-2024 20:59,BTCUSDT,0.002,360,0.216
11-12-2024 21:06,BTCUSDT,0.002,360,0.216
11-12-2024 21:07,BTCUSDT,0.002,360,0.216
11-12-2024 21:07,BTCUSDT,0.002,360,0.216
11-12-2024 21:08,BTCUSDT,0.002,360,0.216
11-12-2024 21:08,BTCUSDT,0.002,360,0.216
11-12-2024 21:09,BTCUSDT,0.002,360,0.216
11-12-2024 21:09,BTCUSDT,0.002,360,0.216
11-12-2024 21:09,BTCUSDT,0.002,360,0.216
11-12-2024 21:10,BTCUSDT,0.002,360,0.216
11-12-2024 21:19,BTCUSDT,0.002,360,0.216
11-12-2024 21:19,BTCUSDT,0.002,360,0.216
12-12-2024 13:39,BTCUSDT,0.002,360,0.216
12-12-2024 13:41,BTCUSDT,0.002,360,0.216
12-12-2024 13:43,BTCUSDT,0.01,1800,1.08
12-12-2024 13:43,BTCUSDT,0.01,1800,1.08
12-12-2024 13:44,BTCUSDT,0.01,1800,1.08
12-12-2024 13:44,BTCUSDT,0.01,1800,1.08
12-12-2024 13:45,BTCUSDT,0.01,1800,1.08
12-12-2024 13:46,BTCUSDT,0.01,1800,1.08
12-12-2024 13:47,BTCUSDT,0.01,1800,1.08
12-12-2024 13:49,BTCUSDT,0.01,1800,1.08
12-12-2024 13:51,BTCUSDT,0.01,1800,1.08
12-12-2024 13:52,BTCUSDT,0.01,1800,1.08
12-12-2024 13:53,BTCUSDT,0.01,1800,1.08
12-12-2024 13:54,BTCUSDT,0.01,1800,1.08
12-12-2024 13:54,BTCUSDT,0.01,1800,1.08
12-12-2024 13:56,BTCUSDT,0.01,1800,1.08
12-12-2024 13:56,BTCUSDT,0.01,1800,1.08
12-12-2024 13:57,BTCUSDT,0.01,1800,1.08
12-12-2024 13:57,BTCUSDT,0.01,1800,1.08
12-12-2024 13:57,BTCUSDT,0.01,1800,1.08
12-12-2024 14:34,BTCUSDT,0.01,1800,1.08
12-12-2024 14:35,BTCUSDT,0.01,1800,1.08
12-12-2024 14:35,BTCUSDT,0.01,1800,1.08
12-12-2024 14:37,BTCUSDT,0.01,1800,1.08
12-12-2024 14:38,BTCUSDT,0.01,1800,1.08
12-12-2024 14:39,BTCUSDT,0.01,1800,1.08
12-12-2024 14:41,BTCUSDT,0.01,1800,1.08
12-12-2024 14:45,BTCUSDT,0.01,1800,1.08
12-12-2024 14:46,BTCUSDT,0.01,1800,1.08
12-12-2024 14:48,BTCUSDT,0.01,1800,1.08
12-12-2024 14:50,BTCUSDT,0.01,1800,1.08
12-12-2024 14:50,BTCUSDT,0.01,1800,1.08
12-12-2024 14:51,BTCUSDT,0.01,1800,1.08
12-12-2024 14:54,BTCUSDT,0.01,1800,1.08
12-12-2024 14:55,BTCUSDT,0.01,1800,1.08
12-12-2024 14:57,BTCUSDT,0.01,1800,1.08
12-12-2024 14:58,BTCUSDT,0.01,1800,1.08
12-12-2024 15:00,BTCUSDT,0.01,1800,1.08
12-12-2024 15:01,BTCUSDT,0.01,1800,1.08
12-12-2024 15:03,BTCUSDT,0.01,1800,1.08
12-12-2024 15:04,BTCUSDT,0.01,1800,1.08
12-12-2024 15:04,BTCUSDT,0.01,1800,1.08
12-12-2024 15:05,BTCUSDT,0.01,1800,1.08
12-12-2024 15:06,BTCUSDT,0.01,1800,1.08
12-12-2024 15:07,BTCUSDT,0.01,1800,1.08
12-12-2024 15:07,BTCUSDT,0.01,1800,1.08
12-12-2024 15:07,BTCUSDT,0.01,1800,1.08
12-12-2024 15:08,BTCUSDT,0.01,1800,1.08
12-12-2024 15:08,BTCUSDT,0.01,1800,1.08
12-12-2024 15:08,BTCUSDT,0.01,1800,1.08
12-12-2024 15:09,BTCUSDT,0.01,1800,1.08
12-12-2024 15:09,BTCUSDT,0.01,1800,1.08
12-12-2024 15:10,BTCUSDT,0.01,1800,1.08
12-12-2024 15:10,BTCUSDT,0.01,1800,1.08
12-12-2024 15:10,BTCUSDT,0.01,1800,1.08
12-12-2024 15:11,BTCUSDT,0.01,1800,1.08
12-12-2024 15:11,BTCUSDT,0.01,1800,1.08
12-12-2024 15:11,BTCUSDT,0.01,1800,1.08
12-12-2024 15:12,BTCUSDT,0.01,1800,1.08
12-12-2024 15:12,BTCUSDT,0.01,1800,1.08
12-12-2024 15:12,BTCUSDT,0.01,1800,1.08
12-12-2024 15:13,BTCUSDT,0.01,1800,1.08
12-12-2024 15:13,BTCUSDT,0.01,1800,1.08
12-12-2024 15:14,BTCUSDT,0.01,1800,1.08
12-12-2024 15:14,BTCUSDT,0.01,1800,1.08
12-12-2024 15:14,BTCUSDT,0.01,1800,1.08
12-12-2024 15:15,BTCUSDT,0.01,1800,1.08
12-12-2024 15:15,BTCUSDT,0.01,1800,1.08
12-12-2024 15:15,BTCUSDT,0.01,1800,1.08
12-12-2024 15:16,BTCUSDT,0.01,1800,1.08
12-12-2024 15:16,BTCUSDT,0.01,1800,1.08
12-12-2024 15:28,BTCUSDT,0.002,360,0.216
12-12-2024 15:29,BTCUSDT,0.002,360,0.216
12-12-2024 15:30,BTCUSDT,0.002,360,0.216
12-12-2024 15:30,BTCUSDT,0.002,360,0.216
12-12-2024 15:31,BTCUSDT,0.002,360,0.216
12-12-2024 15:32,BTCUSDT,0.002,360,0.216
12-12-2024 15:32,BTCUSDT,0.002,360,0.216
12-12-2024 15:33,BTCUSDT,0.002,360,0.216
12-12-2024 15:34,BTCUSDT,0.002,360,0.216
12-12-2024 15:35,BTCUSDT,0.002,360,0.216
12-12-2024 15:37,BTCUSDT,0.002,360,0.216
12-12-2024 15:37,BTCUSDT,0.002,360,0.216
12-12-2024 15:39,BTCUSDT,0.002,360,0.216
12-12-2024 15:40,BTCUSDT,0.002,360,0.216
12-12-2024 15:41,BTCUSDT,0.002,360,0.216
12-12-2024 15:41,BTCUSDT,0.002,360,0.216
12-12-2024 15:42,BTCUSDT,0.002,360,0.216
12-12-2024 15:43,BTCUSDT,0.002,360,0.216
12-12-2024 15:44,BTCUSDT,0.002,360,0.216
12-12-2024 15:48,BTCUSDT,0.002,360,0.216
12-12-2024 15:48,BTCUSDT,0.002,360,0.216
12-12-2024 15:50,BTCUSDT,0.002,360,0.216
12-12-2024 15:50,BTCUSDT,0.002,360,0.216
12-12-2024 15:52,BTCUSDT,0.002,360,0.216
12-12-2024 15:52,BTCUSDT,0.002,360,0.216
12-12-2024 15:53,BTCUSDT,0.002,360,0.216
12-12-2024 15:53,BTCUSDT,0.002,360,0.216
12-12-2024 15:55,BTCUSDT,0.002,360,0.216
12-12-2024 15:56,BTCUSDT,0.002,360,0.216
12-12-2024 15:56,BTCUSDT,0.002,360,0.216
12-12-2024 15:56,BTCUSDT,0.002,360,0.216
12-12-2024 15:57,BTCUSDT,0.002,360,0.216
12-12-2024 15:58,BTCUSDT,0.002,360,0.216
12-12-2024 15:59,BTCUSDT,0.002,360,0.216
12-12-2024 15:59,BTCUSDT,0.002,360,0.216
12-12-2024 16:00,BTCUSDT,0.002,360,0.216
12-12-2024 16:01,BTCUSDT,0.002,360,0.216
12-12-2024 16:03,BTCUSDT,0.002,360,0.216
12-12-2024 16:04,BTCUSDT,0.002,360,0.216
12-12-2024 16:05,BTCUSDT,0.002,360,0.216
12-12-2024 16:06,BTCUSDT,0.002,360,0.216
12-12-2024 16:07,BTCUSDT,0.002,360,0.216
12-12-2024 16:07,BTCUSDT,0.002,360,0.216
12-12-2024 16:09,BTCUSDT,0.002,360,0.216
12-12-2024 16:10,BTCUSDT,0.002,360,0.216
12-12-2024 16:11,BTCUSDT,0.002,360,0.216
12-12-2024 16:12,BTCUSDT,0.002,360,0.216
12-12-2024 16:13,BTCUSDT,0.002,360,0.216
12-12-2024 16:13,BTCUSDT,0.002,360,0.216
12-12-2024 16:15,BTCUSDT,0.002,360,0.216
12-12-2024 16:17,BTCUSDT,0.005,900,0.54
12-12-2024 16:18,BTCUSDT,0.005,900,0.54
12-12-2024 16:18,BTCUSDT,0.005,900,0.54
12-12-2024 16:19,BTCUSDT,0.005,900,0.54
12-12-2024 16:20,BTCUSDT,0.005,900,0.54
12-12-2024 16:21,BTCUSDT,0.005,900,0.54
12-12-2024 16:23,BTCUSDT,0.005,900,0.54
12-12-2024 16:23,BTCUSDT,0.005,900,0.54
12-12-2024 16:24,BTCUSDT,0.005,900,0.54
12-12-2024 16:25,BTCUSDT,0.005,900,0.54
12-12-2024 16:26,BTCUSDT,0.005,900,0.54
12-12-2024 16:27,BTCUSDT,0.005,900,0.54
12-12-2024 16:28,BTCUSDT,0.005,900,0.54
12-12-2024 16:28,BTCUSDT,0.005,900,0.54
12-12-2024 16:29,BTCUSDT,0.005,900,0.54
12-12-2024 16:30,BTCUSDT,0.005,900,0.54
12-12-2024 16:30,BTCUSDT,0.005,900,0.54
12-12-2024 16:31,BTCUSDT,0.005,900,0.54
12-12-2024 16:32,BTCUSDT,0.005,900,0.54
12-12-2024 16:32,BTCUSDT,0.005,900,0.54
12-12-2024 16:33,BTCUSDT,0.005,900,0.54
12-12-2024 16:34,BTCUSDT,0.005,900,0.54
12-12-2024 16:35,BTCUSDT,0.005,900,0.54
12-12-2024 16:35,BTCUSDT,0.005,900,0.54
12-12-2024 16:36,BTCUSDT,0.005,900,0.54
12-12-2024 16:36,BTCUSDT,0.005,900,0.54
12-12-2024 16:37,BTCUSDT,0.005,900,0.54
12-12-2024 16:38,BTCUSDT,0.005,900,0.54
12-12-2024 16:40,BTCUSDT,0.005,900,0.54
12-12-2024 16:40,BTCUSDT,0.005,900,0.54
12-12-2024 16:40,BTCUSDT,0.005,900,0.54
12-12-2024 16:40,BTCUSDT,0.005,900,0.54
12-12-2024 16:40,BTCUSDT,0.005,900,0.54
12-12-2024 16:40,BTCUSDT,0.005,900,0.54
12-12-2024 16:47,BTCUSDT,0.002,360,0.216
12-12-2024 16:48,BTCUSDT,0.002,360,0.216
12-12-2024 16:48,BTCUSDT,0.002,360,0.216
12-12-2024 16:49,BTCUSDT,0.002,360,0.216
12-12-2024 16:49,BTCUSDT,0.002,360,0.216
12-12-2024 16:50,BTCUSDT,0.002,360,0.216
12-12-2024 16:50,BTCUSDT,0.002,360,0.216
12-12-2024 16:50,BTCUSDT,0.002,360,0.216
12-12-2024 16:51,BTCUSDT,0.002,360,0.216
12-12-2024 16:51,BTCUSDT,0.002,360,0.216
12-12-2024 16:52,BTCUSDT,0.002,360,0.216
12-12-2024 16:52,BTCUSDT,0.002,360,0.216
12-12-2024 16:53,BTCUSDT,0.002,360,0.216
12-12-2024 16:53,BTCUSDT,0.002,360,0.216
12-12-2024 16:54,BTCUSDT,0.002,360,0.216
12-12-2024 16:54,BTCUSDT,0.002,360,0.216
12-12-2024 16:54,BTCUSDT,0.002,360,0.216
12-12-2024 16:55,BTCUSDT,0.002,360,0.216
12-12-2024 16:55,BTCUSDT,0.002,360,0.216
12-12-2024 16:55,BTCUSDT,0.002,360,0.216
12-12-2024 16:56,BTCUSDT,0.002,360,0.216
12-12-2024 16:56,BTCUSDT,0.002,360,0.216
12-12-2024 16:57,BTCUSDT,0.002,360,0.216
12-12-2024 16:57,BTCUSDT,0.002,360,0.216
12-12-2024 16:58,BTCUSDT,0.002,360,0.216
12-12-2024 16:59,BTCUSDT,0.002,360,0.216
12-12-2024 16:59,BTCUSDT,0.002,360,0.216
12-12-2024 17:00,BTCUSDT,0.002,360,0.216
12-12-2024 17:00,BTCUSDT,0.002,360,0.216
12-12-2024 17:01,BTCUSDT,0.002,360,0.216
12-12-2024 17:01,BTCUSDT,0.002,360,0.216
12-12-2024 17:02,BTCUSDT,0.002,360,0.216
12-12-2024 17:03,BTCUSDT,0.002,360,0.216
12-12-2024 17:03,BTCUSDT,0.002,360,0.216
12-12-2024 17:03,BTCUSDT,0.002,360,0.216
12-12-2024 17:04,BTCUSDT,0.002,360,0.216
12-12-2024 17:04,BTCUSDT,0.002,360,0.216
12-12-2024 17:04,BTCUSDT,0.002,360,0.216
12-12-2024 17:04,BTCUSDT,0.002,360,0.216
12-12-2024 17:05,BTCUSDT,0.002,360,0.216
12-12-2024 17:06,BTCUSDT,0.002,360,0.216
12-12-2024 17:06,BTCUSDT,0.002,360,0.216
12-12-2024 17:07,BTCUSDT,0.002,360,0.216
12-12-2024 17:07,BTCUSDT,0.002,360,0.216
12-12-2024 17:07,BTCUSDT,0.002,360,0.216
12-12-2024 17:08,BTCUSDT,0.002,360,0.216
12-12-2024 17:08,BTCUSDT,0.002,360,0.216
12-12-2024 17:09,BTCUSDT,0.002,360,0.216
12-12-2024 17:09,BTCUSDT,0.002,360,0.216
12-12-2024 17:09,BTCUSDT,0.002,360,0.216
12-12-2024 17:10,BTCUSDT,0.002,360,0.216
12-12-2024 17:11,BTCUSDT,0.002,360,0.216
12-12-2024 17:11,BTCUSDT,0.002,360,0.216
12-12-2024 17:12,BTCUSDT,0.002,360,0.216
12-12-2024 17:12,BTCUSDT,0.002,360,0.216
12-12-2024 17:13,BTCUSDT,0.002,360,0.216
12-12-2024 17:13,BTCUSDT,0.002,360,0.216
12-12-2024 17:14,BTCUSDT,0.002,360,0.216
12-12-2024 17:15,BTCUSDT,0.002,360,0.216
12-12-2024 17:15,BTCUSDT,0.002,360,0.216
12-12-2024 17:16,BTCUSDT,0.002,360,0.216
12-12-2024 17:16,BTCUSDT,0.002,360,0.216
12-12-2024 17:16,BTCUSDT,0.002,360,0.216
12-12-2024 17:17,BTCUSDT,0.002,360,0.216
12-12-2024 17:17,BTCUSDT,0.002,360,0.216
12-12-2024 17:19,BTCUSDT,0.002,360,0.216
12-12-2024 17:20,BTCUSDT,0.002,360,0.216
12-12-2024 17:20,BTCUSDT,0.002,360,0.216
